,sneaker,price,brand,date
2944,['Converse All Star Chuck 70 Fear of God Essentials Grey'],115,converse,['release: 12/13/2019']
2945,"['Nike Zoom Pulse', 'Vast Grey Pink', 'Nike Zoom Pulse', 'Vast Grey Pink']",208,nike,['release: 12/13/2019']
2946,['Air Force 1 Low Metallic Chrome (W)'],105,air,['release: 12/13/2019']
2947,"['Nike Zoom Pulse', 'Black Teal Tint', 'Nike Zoom Pulse', 'Black Teal Tint']",225,nike,['release: 12/13/2019']
2948,"['Air Max 1 G', 'Swarovski (W)', 'Air Max 1 G', 'Swarovski (W)']",130,air,['release: 12/13/2019']
2949,"['LeBron 17', 'Global Currency', 'LeBron 17', 'Global Currency']",145,lebron,['release: 12/13/2019']
2950,"['New Balance 997', 'End Persian Rug (Regular Box)', 'New Balance 997', 'End Persian Rug (Regular Box)']",250,balance,['release: 12/13/2019']
2951,"['New Balance 997', 'End Persian Rug (Special Box)', 'New Balance 997', 'End Persian Rug (Special Box)']",317,balance,['release: 12/13/2019']
2952,['Air Force 1 Low Metallic Gold (W)'],93,air,['release: 12/13/2019']
2953,['Dr. Martens 8053 HY Stussy Brown'],198,,['release: 12/13/2019']
2954,['Dr. Martens 8053 HY Stussy Black'],230,,['release: 12/13/2019']
2955,['Nike Free X Metcon 2 Chicago Bears'],117,nike,['release: 12/13/2019']
2956,['Nike Free X Metcon 2 Michigan'],149,nike,['release: 12/13/2019']
2957,"['Nike Roshe G', 'Swarovski (W)', 'Nike Roshe G', 'Swarovski (W)']",170,nike,['release: 12/13/2019']
2958,['Nike Free X Metcon 2 Alabama'],170,nike,['release: 12/13/2019']
2959,['Nike Free X Metcon 2 Georgia'],170,nike,['release: 12/13/2019']
2960,['Nike Free X Metcon 2 Clemson'],170,nike,['release: 12/13/2019']
2961,['adidas Campus 80 size? x Fox Brothers'],170,adidas,['release: 12/13/2019']
2962,['Nike Free X Metcon 2 Texas'],170,nike,['release: 12/13/2019']
2963,['Under Armour Curry 7 Dub Nation'],180,armour,['release: 12/13/2019']
2964,['Converse Chuck Taylor All-Star 70s Hi Joy Division x Pleasures'],200,converse,['release: 12/13/2019']
2965,"['Nike Cortez G', 'Swarovski (W)', 'Nike Cortez G', 'Swarovski (W)']",244,nike,['release: 12/13/2019']
2966,['Rhude Rhecess High Hell Yeah'],670,,['release: 12/13/2019']
2967,['adidas Yeezy Boost 380 Alien'],344,adidas,['release: 12/12/2019']
2968,['Nike Waffle Racer Off-White Vivid Sky (W)'],110,nike,['release: 12/12/2019']
2969,['Nike Waffle Racer Off-White Black (W)'],112,nike,['release: 12/12/2019']
2970,['Nike Waffle Racer Off-White White (W)'],130,nike,['release: 12/12/2019']
2971,['New Balance OMN1S City of Angels'],164,balance,['release: 12/12/2019']
2972,"['Vans Bold Ni', 'Bender Pack', 'Vans Bold Ni', 'Bender Pack']",75,vans,['release: 12/12/2019']
2973,"['adidas FYW 98', 'OG Red Blue', 'adidas FYW 98', 'OG Red Blue']",99,adidas,['release: 12/12/2019']
2974,['Air Zoom SuperRep Blue Void'],115,air,['release: 12/12/2019']
2975,['Air Zoom SuperRep Barely Rose (W)'],160,air,['release: 12/12/2019']
2976,['Air Zoom Victory Tour Seamus Golf'],255,air,['release: 12/12/2019']
2977,['Nike Adapt Huarache Black Racer Blue (UK Charger)'],330,nike,['release: 12/12/2019']
2978,"['New Balance 997', 'Todd Snyder Hudson Train Station', 'New Balance 997', 'Todd Snyder Hudson Train Station']",340,balance,['release: 12/12/2019']
2979,['Nike Adapt Huarache Black Racer Blue (US Charger)'],349,nike,['release: 12/12/2019']
2980,['Nike Adapt Huarache Black Racer Blue (EU Charger)'],389,nike,['release: 12/12/2019']
2981,['Off-White Off-Court 2.0 Low Sharpie Distressed'],461,,['release: 12/12/2019']
2982,"['Puma Clyde', 'The Hundreds', 'Puma Clyde', 'The Hundreds']",70,puma,['release: 12/11/2019']
2983,['New Balance 997 Sport Teal Brown'],75,balance,['release: 12/11/2019']
2984,['Jordan Sky Jordan 1 Fearless (TD)'],52,jordan,['release: 12/11/2019']
2985,['Jordan Sky Jordan 1 Fearless (PS)'],105,jordan,['release: 12/11/2019']
2986,"['Vans Lampin', 'Comme des Garcons', 'Vans Lampin', 'Comme des Garcons']",149,vans,['release: 12/11/2019']
2987,['Off-White Odsy-1000 Black'],700,,['release: 12/11/2019']
2988,"['Nike Dunk Low', 'Viotech (2019)', 'Nike Dunk Low', 'Viotech (2019)']",174,nike,['release: 12/10/2019']
2989,['Crocs Duet Max Clog Post Malone'],59,,['release: 12/10/2019']
2990,"['Jordan 1 Low', 'Noble Red', 'Jordan 1 Low', 'Noble Red']",97,jordan,['release: 12/10/2019']
2991,"['Jordan 1 Mid', 'Green Toe', 'Jordan 1 Mid', 'Green Toe']",185,jordan,['release: 12/10/2019']
2992,"['Nike Dunk Low', 'Viotech 2019 (Overkill Special Box)', 'Nike Dunk Low', 'Viotech 2019 (Overkill Special Box)']",498,nike,['release: 12/10/2019']
2993,"['Jordan 1 Low', 'Noble Red (GS)', 'Jordan 1 Low', 'Noble Red (GS)']",70,jordan,['release: 12/10/2019']
2994,"['Air Force 1 Low', 'Just Do It Barely Volt', 'Air Force 1 Low', 'Just Do It Barely Volt']",148,air,['release: 12/10/2019']
2995,['adidas Y-3 Runner 4D Core Black'],425,adidas,['release: 12/10/2019']
2996,['Jordan 1 Low SB QS Lance Mountain Desert Ore'],130,jordan,['release: 12/09/2019']
2997,"['Air Max 1', 'Houndstooth Bronze Eclipse', 'Air Max 1', 'Houndstooth Bronze Eclipse']",120,air,['release: 12/09/2019']
2998,['Nike ACG Moc 3.0 Cheetah'],140,nike,['release: 12/09/2019']
2999,['Nike Joyride Run Flyknit Dark Grey Bright Crimson'],115,nike,['release: 12/09/2019']
3000,['Vans Half Cab Pro Uprise Skateshop Charcoal Grey'],150,vans,['release: 12/09/2019']
3001,"['Air Force 1 Low', 'Olivia Kim No Cover (W)', 'Air Force 1 Low', 'Olivia Kim No Cover (W)']",82,air,['release: 12/08/2019']
3002,['Nike Mercurial Superfly 7 Elite SE FG Kylian Mbappe Bondy Dreams'],400,nike,['release: 12/08/2019']
3003,"['Jordan 1 Mid SE', 'Fearless Edison Chen CLOT', 'Jordan 1 Mid SE', 'Fearless Edison Chen CLOT']",300,jordan,['release: 12/07/2019']
3004,['Jordan 1 Retro High Zoom Fearless'],129,jordan,['release: 12/07/2019']
3005,['Air Force 1 High A Ma Maniere Hand Wash Cold'],220,air,['release: 12/07/2019']
3006,"['Air Force 1 Low', 'A Ma Maniere', 'Air Force 1 Low', 'A Ma Maniere']",360,air,['release: 12/07/2019']
3007,"['Jordan 14 Retro', 'Doernbecher (2019)', 'Jordan 14 Retro', 'Doernbecher (2019)']",225,jordan,['release: 12/07/2019']
3008,['Air Foamposite One All-Over Swoosh Black'],212,air,['release: 12/07/2019']
3009,"['Air Force 1 Low', 'Doernbecher 2019', 'Air Force 1 Low', 'Doernbecher 2019']",176,air,['release: 12/07/2019']
3010,['Nike SB Zoom Janoski RM Doernbecher (2019)'],80,nike,['release: 12/07/2019']
3011,"['Kyrie 6', 'Enlightenment', 'Kyrie 6', 'Enlightenment']",91,kyrie,['release: 12/07/2019']
3012,['Nike React Element 55 Doernbecher (2019)'],134,nike,['release: 12/07/2019']
3013,['Air Max Triax 96 Doernbecher (2019)'],100,air,['release: 12/07/2019']
3014,"['Air Force 1 Low', 'Chicago (2019)', 'Air Force 1 Low', 'Chicago (2019)']",125,air,['release: 12/07/2019']
3015,"['Jordan 14 Retro', 'Doernbecher (2019) (GS)', 'Jordan 14 Retro', 'Doernbecher (2019) (GS)']",169,jordan,['release: 12/07/2019']
3016,['Nike Zoom Pegasus Turbo 2 Doernbecher (2019)'],169,nike,['release: 12/07/2019']
3017,['Reebok Experiment 4 Fury Trail Pyer Moss Glory'],300,reebok,['release: 12/07/2019']
3018,"['Nike Shox BB4', 'Black University Gold', 'Nike Shox BB4', 'Black University Gold']",98,nike,['release: 12/07/2019']
3019,['Air Force 1 High All for 1 Lauren Halsey Summaeverythang'],130,air,['release: 12/07/2019']
3020,"['Air Zoom Pulse', 'Doernbecher Desiree Castillo', 'Air Zoom Pulse', 'Doernbecher Desiree Castillo']",178,air,['release: 12/07/2019']
3021,"['Air Zoom Pulse', 'Doernbecher Bransen Fernando', 'Air Zoom Pulse', 'Doernbecher Bransen Fernando']",275,air,['release: 12/07/2019']
3022,['Nike Blazer Mid 77 Suede Light Redwood'],80,nike,['release: 12/07/2019']
3023,"['Air Zoom Pulse', 'Doernbecher Zion Thompson', 'Air Zoom Pulse', 'Doernbecher Zion Thompson']",188,air,['release: 12/07/2019']
3024,"['Air Zoom Pulse', 'Doernbecher Ethan Ellis', 'Air Zoom Pulse', 'Doernbecher Ethan Ellis']",263,air,['release: 12/07/2019']
3025,['adidas Harden Vol. 4 Red Black'],95,adidas,['release: 12/07/2019']
3026,['adidas Superstar 80 Metropolitan Snakeskin'],109,adidas,['release: 12/07/2019']
3027,"['New Balance 998', 'Purple Black', 'New Balance 998', 'Purple Black']",181,balance,['release: 12/07/2019']
3028,['adidas Predator 19.1 25 Years'],200,adidas,['release: 12/07/2019']
3029,['Dr. Martens 1461 Bodega'],300,,['release: 12/07/2019']
3030,"['Air Zoom Pulse', 'Doernbecher Sawyer Miller', 'Air Zoom Pulse', 'Doernbecher Sawyer Miller']",300,air,['release: 12/07/2019']
3031,['John Geiger 002 Low E11even Miami Tie-Dye'],340,,['release: 12/07/2019']
3032,"['Air Max 95', 'Loopwheeler', 'Air Max 95', 'Loopwheeler']",350,air,['release: 12/07/2019']
3033,"['Air Zoom Pulse', 'Doernbecher Kahleah Corona', 'Air Zoom Pulse', 'Doernbecher Kahleah Corona']",390,air,['release: 12/07/2019']
3034,"['John Geiger 002', 'E11even Miami Teal Pink', 'John Geiger 002', 'E11even Miami Teal Pink']",420,,['release: 12/07/2019']
3035,"['John Geiger 002', 'E11even Miami Tie-Dye', 'John Geiger 002', 'E11even Miami Tie-Dye']",440,,['release: 12/07/2019']
3036,"['Yeezy Slide', 'Desert Sand', 'Yeezy Slide', 'Desert Sand']",45,,['release: 12/06/2019']
3037,"['Yeezy Slide', 'Bone', 'Yeezy Slide', 'Bone']",50,,['release: 12/06/2019']
3038,"['Yeezy Slide', 'Resin', 'Yeezy Slide', 'Resin']",50,,['release: 12/06/2019']
3039,['adidas Ultra Boost 20 Triple Black'],111,adidas,['release: 12/06/2019']
3040,['adidas Ultra Boost 20 Core Black Night Metallic'],105,adidas,['release: 12/06/2019']
3041,['adidas Ultra Boost 20 Solar Red'],110,adidas,['release: 12/06/2019']
3042,"['LeBron 17', 'Harlem Fashion Row', 'LeBron 17', 'Harlem Fashion Row']",165,lebron,['release: 12/06/2019']
3043,['adidas Alphaedge 4D Black Iridescent'],165,adidas,['release: 12/06/2019']
3044,['adidas Ultra Boost 20 Dash Grey Blue Violet (W)'],139,adidas,['release: 12/06/2019']
3045,"['Yeezy Slide', 'Desert Sand (Infants)', 'Yeezy Slide', 'Desert Sand (Infants)']",25,,['release: 12/06/2019']
3046,['adidas Ultra Boost 20 Dash Grey Blue Metallic (W)'],180,adidas,['release: 12/06/2019']
3047,['adidas AW Puff Trainer Alexander Wang Cloud White'],199,adidas,['release: 12/06/2019']
3048,['Vans Sk8-Hi Reissue VLT LX Damien Hirst Polka Dots'],431,vans,['release: 12/06/2019']
3049,"['Yeezy Slide', 'Bone (Infants)', 'Yeezy Slide', 'Bone (Infants)']",40,,['release: 12/06/2019']
3050,"['Yeezy Slide', 'Resin (Infants)', 'Yeezy Slide', 'Resin (Infants)']",40,,['release: 12/06/2019']
3051,['adidas AW B-Ball Soccer Alexander Wang Clear Granite'],139,adidas,['release: 12/06/2019']
3052,['adidas AW Turnout Trainer Alexander Wang Core Black'],150,adidas,['release: 12/06/2019']
3053,['adidas AW B-Ball Soccer Alexander Wang Triple Black'],155,adidas,['release: 12/06/2019']
3054,['adidas AW Puff Trainer Alexander Wang Matte Silver'],189,adidas,['release: 12/06/2019']
3055,['adidas Ultra Boost 19 SNS Special Delivery'],225,adidas,['release: 12/06/2019']
3056,['Vans Classic Slip-On VLT LX Damien Hirst Skull Splatter'],225,vans,['release: 12/06/2019']
3057,['Vans Classic Slip-On VLT LX Damien Hirst Polka Dot Checkerboard'],409,vans,['release: 12/06/2019']
3058,"['Yeezy Slide', 'Resin (Kids)', 'Yeezy Slide', 'Resin (Kids)']",40,,['release: 12/06/2019']
3059,"['Yeezy Slide', 'Bone (Kids)', 'Yeezy Slide', 'Bone (Kids)']",40,,['release: 12/06/2019']
3060,"['Yeezy Slide', 'Desert Sand (Kids)', 'Yeezy Slide', 'Desert Sand (Kids)']",40,,['release: 12/06/2019']
3061,['Reebok Instapump Fury Boost Black White Gum'],120,reebok,['release: 12/06/2019']
3062,['adidas Ultra Boost 20 Triple Black (W)'],140,adidas,['release: 12/06/2019']
3063,['New Balance 990v5 Haven Black Reflective'],150,balance,['release: 12/06/2019']
3064,['adidas AW Turnout Trainer Alexander Wang Light Brown'],150,adidas,['release: 12/06/2019']
3065,['Reebok Instapump Fury Boost White Black Gum'],160,reebok,['release: 12/06/2019']
3066,['Vans Classic Slip-On VLT LX Damien Hirst Butterfly'],190,vans,['release: 12/06/2019']
3067,['Vans Sk8-Hi Reissue VLT LX Damien Hirst Splatter Skull'],203,vans,['release: 12/06/2019']
3068,"['Air Force 1 Low', 'New York Sunshine Install Team AF2.0 White (Regular Box)', 'Air Force 1 Low', 'New York Sunshine Install Team AF2.0 White (Regular Box)']",295,air,['release: 12/06/2019']
3069,['Vans Sk8-Hi Reissue VLT LX Damien Hirst Butterfly'],300,vans,['release: 12/06/2019']
3070,['Birkenstock Boston Concepts Red'],310,,['release: 12/06/2019']
3071,['Clarks Originals Wallabee Todd Snyder Brown'],405,,['release: 12/06/2019']
3072,"['Air Force 1 Low', 'New York Sunshine Install Team AF2.0 Black (Regular Box)', 'Air Force 1 Low', 'New York Sunshine Install Team AF2.0 Black (Regular Box)']",500,air,['release: 12/06/2019']
3073,"['Jordan 1 Mid', 'Satin Grey Toe', 'Jordan 1 Mid', 'Satin Grey Toe']",103,jordan,['release: 12/05/2019']
3074,['adidas Ultra Boost 2020 ISS US National Lab Dash Grey'],123,adidas,['release: 12/05/2019']
3075,['adidas Ultra Boost 2020 ISS US National Lab Core Black'],120,adidas,['release: 12/05/2019']
3076,['adidas Ultra Boost 2020 ISS US National Lab Tech Indigo'],120,adidas,['release: 12/05/2019']
3077,"['adidas NMD R1', 'Core Black Solar Red Line', 'adidas NMD R1', 'Core Black Solar Red Line']",80,adidas,['release: 12/05/2019']
3078,['adidas Ultra Boost 2020 ISS US National Lab Core Black Blue Violet'],110,adidas,['release: 12/05/2019']
3079,['adidas Ultra Boost 2020 ISS US National Lab Dash Grey Blue Violet'],115,adidas,['release: 12/05/2019']
3080,['Converse Jack Purcell Chukka Mid ASAP Nast'],115,converse,['release: 12/05/2019']
3081,"['Air Max 720-818', 'Metallic Silver', 'Air Max 720-818', 'Metallic Silver']",103,air,['release: 12/05/2019']
3082,['Air Max Triax 96 Varsity Royal'],82,air,['release: 12/05/2019']
3083,['Nike Vandalised LX Black Light Blue (W)'],97,nike,['release: 12/05/2019']
3084,['Converse Jack Purcell Chukka Mid ASAP Nast Red'],119,converse,['release: 12/05/2019']
3085,['adidas Y-3 Rhisu Run Multi'],230,adidas,['release: 12/05/2019']
3086,['adidas Rivalry Hi Hebru Brantley x BBC Flyboy'],285,adidas,['release: 12/05/2019']
3087,['Converse Chuck 70 Ox Classic Carhartt WIP Black Corduroy'],79,converse,['release: 12/05/2019']
3088,['Air Max Triax 96 White Red Black'],82,air,['release: 12/05/2019']
3089,['Asics Gel-Kayano 5 Jupiter (Billys Tokyo)'],100,asics,['release: 12/05/2019']
3090,['Converse Chuck 70 Ox Classic Carhartt WIP Orange Realtree'],118,converse,['release: 12/05/2019']
3091,['adidas Ultra Boost 2020 ISS US National Lab Solar Red'],120,adidas,['release: 12/05/2019']
3092,['Air Max Tailwind 4 Blue Ribbon Sports (W)'],130,air,['release: 12/05/2019']
3093,"['Air Max 98', 'Starfish (W)', 'Air Max 98', 'Starfish (W)']",136,air,['release: 12/05/2019']
3094,['Air Max Triax 96 University Red'],139,air,['release: 12/05/2019']
3095,"['Air Barrage Mid', 'White Chrome Yellow (W)', 'Air Barrage Mid', 'White Chrome Yellow (W)']",155,air,['release: 12/05/2019']
3096,['Jordan Why Not Zer0.2 SE TNT'],160,jordan,['release: 12/05/2019']
3097,['adidas Y-3 Rhisu Run White'],275,adidas,['release: 12/05/2019']
3098,['Diemme Marmolada Hiker Boot Kith Grey Tweed'],695,,['release: 12/05/2019']
3099,"['Air Max 720-818', 'Metallic Copper', 'Air Max 720-818', 'Metallic Copper']",109,air,['release: 12/04/2019']
3100,['New Balance OMN1S Neon Green'],169,balance,['release: 12/04/2019']
3101,['New Balance OMN1S Black White'],160,balance,['release: 12/04/2019']
3102,['adidas Pro Model 2G Core Black Cloud White'],99,adidas,['release: 12/04/2019']
3103,['adidas Pro Model 2G Cloud White Core Black'],160,adidas,['release: 12/04/2019']
3104,['New Balance 1500 LFC Black'],196,balance,['release: 12/04/2019']
3105,"['Air Force 1 Low', 'Kay Yow (W)', 'Air Force 1 Low', 'Kay Yow (W)']",88,air,['release: 12/03/2019']
3106,['Nike Zoom VaporFly Next% Sail Black'],309,nike,['release: 12/03/2019']
3107,['Jordan 14 Retro SE Black Ferrari'],136,jordan,['release: 12/02/2019']
3108,"['Jordan 12 Retro', 'White Dark Grey', 'Jordan 12 Retro', 'White Dark Grey']",196,jordan,['release: 12/02/2019']
3109,"['Jordan 12 Retro', 'White Dark Grey (GS)', 'Jordan 12 Retro', 'White Dark Grey (GS)']",110,jordan,['release: 12/02/2019']
3110,['adidas Aloha Super Off White Core Black'],95,adidas,['release: 12/02/2019']
3111,"['adidas NMD R1', 'Star Wars Yoda', 'adidas NMD R1', 'Star Wars Yoda']",105,adidas,['release: 12/02/2019']
3112,['adidas Nite Jogger Star Wars R2D2'],82,adidas,['release: 12/02/2019']
3113,"['Air Force 1 LX', 'Purple Agate (W)', 'Air Force 1 LX', 'Purple Agate (W)']",175,air,['release: 12/02/2019']
3114,"['adidas NMD R1', 'Star Wars Princess Leia (W)', 'adidas NMD R1', 'Star Wars Princess Leia (W)']",130,adidas,['release: 12/02/2019']
3115,"['Air Max 1 G', 'No Denim Allowed Navy', 'Air Max 1 G', 'No Denim Allowed Navy']",120,air,['release: 12/02/2019']
3116,['Air Force 1 Low Metallic Bronze (W)'],103,air,['release: 12/02/2019']
3117,['adidas Rivalry Low Star Wars'],89,adidas,['release: 12/02/2019']
3118,"['Jordan 12 Retro', 'White Dark Grey (TD)', 'Jordan 12 Retro', 'White Dark Grey (TD)']",95,jordan,['release: 12/02/2019']
3119,"['adidas NMD R1', 'Star Wars Yoda (GS)', 'adidas NMD R1', 'Star Wars Yoda (GS)']",100,adidas,['release: 12/02/2019']
3120,"['Air Max 95', 'Christmas Sweater (PS)', 'Air Max 95', 'Christmas Sweater (PS)']",130,air,['release: 12/02/2019']
3121,"['Jordan 12 Retro', 'White Dark Grey (PS)', 'Jordan 12 Retro', 'White Dark Grey (PS)']",130,jordan,['release: 12/02/2019']
3122,"['Air Max 95', 'Christmas Sweater (GS)', 'Air Max 95', 'Christmas Sweater (GS)']",132,air,['release: 12/02/2019']
3123,"['Air Max 1 G', 'Safari', 'Air Max 1 G', 'Safari']",140,air,['release: 12/02/2019']
3124,['Air Max Tailwind 4 Metallic Red Bronze (W)'],140,air,['release: 12/02/2019']
3125,"['Air Ghost Racer', 'size? Copy and Paste', 'Air Ghost Racer', 'size? Copy and Paste']",195,air,['release: 12/02/2019']
3126,"['Jordan 1 Mid', 'Black Noble Red (W)', 'Jordan 1 Mid', 'Black Noble Red (W)']",85,jordan,['release: 12/01/2019']
3127,"['adidas NMD R1', 'Triple Black (2019)', 'adidas NMD R1', 'Triple Black (2019)']",100,adidas,['release: 12/01/2019']
3128,"['Air Max 270', 'Triple Red', 'Air Max 270', 'Triple Red']",119,air,['release: 12/01/2019']
3129,"['Air Force 1 Low', 'Gore-tex Obsidian', 'Air Force 1 Low', 'Gore-tex Obsidian']",114,air,['release: 12/01/2019']
3130,"['Kobe 4 Protro', 'Wizenard', 'Kobe 4 Protro', 'Wizenard']",163,kobe,['release: 12/01/2019']
3131,"['adidas NMD V2', 'Footwear White Core Black', 'adidas NMD V2', 'Footwear White Core Black']",145,adidas,['release: 12/01/2019']
3132,['Nike Vandalised LX White Chrome Yellow (W)'],99,nike,['release: 12/01/2019']
3133,['adidas FYW S-97 Salvation 032c'],119,adidas,['release: 12/01/2019']
3134,['Air Max 95 Utility Thunder Grey Electric Green'],129,air,['release: 12/01/2019']
3135,['Balenciaga Triple S Off-White'],625,balenciaga,['release: 12/01/2019']
3136,['adidas ZX Torsion Collegiate Navy Grey Two (W)'],70,adidas,['release: 12/01/2019']
3137,['adidas Superstar White Black (2019)'],79,adidas,['release: 12/01/2019']
3138,['Nike Shox Enigma White Aura Green Rose Gold (W)'],86,nike,['release: 12/01/2019']
3139,['Jordan 11 Retro Little Flex Black Court Purple (TD)'],95,jordan,['release: 12/01/2019']
3140,['Air Max 270 React Winter Cargo Khaki Baroque Brown'],100,air,['release: 12/01/2019']
3141,['adidas Ultra Boost 19 Olive Beige'],100,adidas,['release: 12/01/2019']
3142,"['Air Max 98', 'Space Suit', 'Air Max 98', 'Space Suit']",116,air,['release: 12/01/2019']
3143,['Air Max 200 Winter Sepia Stone Total Orange'],118,air,['release: 12/01/2019']
3144,['Air Max 200 Winter Anthracite Black'],118,air,['release: 12/01/2019']
3145,['Air Max 200 Winter Thunder Grey Electric Green'],118,air,['release: 12/01/2019']
3146,['adidas Nite Jogger Grey Two Gold Metallic'],131,adidas,['release: 12/01/2019']
3147,['Nike React Element 55 Black Lemon Venom (W)'],135,nike,['release: 12/01/2019']
3148,['adidas NMD R1 V2 Black White'],139,adidas,['release: 12/01/2019']
3149,['adidas Stan Smith Silver Metallic (2019)'],140,adidas,['release: 12/01/2019']
3150,['adidas Stan Smith Gold Metallic (2019)'],140,adidas,['release: 12/01/2019']
3151,"['adidas NMD V2', 'Grey Two Silver Metallic (GS)', 'adidas NMD V2', 'Grey Two Silver Metallic (GS)']",150,adidas,['release: 12/01/2019']
3152,['Reebok Electro 3D 97 Off The Hook'],150,reebok,['release: 12/01/2019']
3153,['Air Force 1 Winter Gore-tex Sequoia'],158,air,['release: 12/01/2019']
3154,"['adidas NMD V2', 'Core Black Gold Metallic', 'adidas NMD V2', 'Core Black Gold Metallic']",169,adidas,['release: 12/01/2019']
3155,"['Nike Shox Nova', 'Black Orange Violet (W)', 'Nike Shox Nova', 'Black Orange Violet (W)']",179,nike,['release: 12/01/2019']
3156,"['adidas NMD V2', 'Grey Two Silver Metallic', 'adidas NMD V2', 'Grey Two Silver Metallic']",188,adidas,['release: 12/01/2019']
3157,['adidas Nite Jogger Core Black Lush Blue'],190,adidas,['release: 12/01/2019']
3158,"['Jordan Mars 270', 'Black Metallic Silver', 'Jordan Mars 270', 'Black Metallic Silver']",200,jordan,['release: 12/01/2019']
3159,['Reebok Aztrek Double 10 Corso Como'],215,reebok,['release: 12/01/2019']
3160,['Hoka One One Tor Ultra Low Wp Jp Black'],220,,['release: 12/01/2019']
3161,['New Balance 1500 Neon Pink'],236,balance,['release: 12/01/2019']
3162,['Hoka One One Tor Ultra Low Wp Jp Simply Taupe'],250,,['release: 12/01/2019']
3163,"['adidas SL 72', 'Blue White Red', 'adidas SL 72', 'Blue White Red']",250,adidas,['release: 12/01/2019']
3164,"['Jordan 1 Mid SE', 'Fearless Maison Chateau Rouge', 'Jordan 1 Mid SE', 'Fearless Maison Chateau Rouge']",161,jordan,['release: 11/30/2019']
3165,"['Jordan 11 Retro', 'White Metallic Silver (W)', 'Jordan 11 Retro', 'White Metallic Silver (W)']",215,jordan,['release: 11/30/2019']
3166,"['Air Max 720', 'Undercover Black', 'Air Max 720', 'Undercover Black']",122,air,['release: 11/30/2019']
3167,"['Air Max 720', 'Undercover Red', 'Air Max 720', 'Undercover Red']",99,air,['release: 11/30/2019']
3168,"['Air Max 97', 'Corduroy Light Blue', 'Air Max 97', 'Corduroy Light Blue']",227,air,['release: 11/30/2019']
3169,['adidas Ultra Boost 19 Solar Red Core Black'],91,adidas,['release: 11/30/2019']
3170,"['Air Max 720', 'Undercover Bright Citron', 'Air Max 720', 'Undercover Bright Citron']",155,air,['release: 11/30/2019']
3171,"['Nike React Boot', 'Undercover Brown', 'Nike React Boot', 'Undercover Brown']",196,nike,['release: 11/30/2019']
3172,"['Air Max Plus 3', 'Wolf Grey', 'Air Max Plus 3', 'Wolf Grey']",180,air,['release: 11/30/2019']
3173,['adidas Pro Model 424 on Fairfax'],95,air,['release: 11/30/2019']
3174,"['Jordan 6 Retro', 'Alligator (GS)', 'Jordan 6 Retro', 'Alligator (GS)']",111,jordan,['release: 11/30/2019']
3175,"['Air Max Plus 3', 'Hyper Violet', 'Air Max Plus 3', 'Hyper Violet']",130,air,['release: 11/30/2019']
3176,"['Nike React Boot', 'Undercover Black', 'Nike React Boot', 'Undercover Black']",179,nike,['release: 11/30/2019']
3177,"['Air Max 97', 'Corduroy Desert Sand', 'Air Max 97', 'Corduroy Desert Sand']",230,air,['release: 11/30/2019']
3178,['adidas SC Premiere 424 on Fairfax Black'],77,air,['release: 11/30/2019']
3179,['Vans Sk8-Mid Pro Alltimers True Navy'],80,vans,['release: 11/30/2019']
3180,['adidas SC Premiere 424 on Fairfax Chalk White'],85,air,['release: 11/30/2019']
3181,['Vans Sk8-Mid Pro Alltimers True White'],95,vans,['release: 11/30/2019']
3182,"['Jordan 6 Retro', 'Alligator (TD)', 'Jordan 6 Retro', 'Alligator (TD)']",100,jordan,['release: 11/30/2019']
3183,"['Jordan 6 Retro', 'Alligator (PS)', 'Jordan 6 Retro', 'Alligator (PS)']",120,jordan,['release: 11/30/2019']
3184,['adidas Zoneboost Core Black Grey Four'],125,adidas,['release: 11/30/2019']
3185,['adidas Zoneboost Aero Blue Clear Orange'],125,adidas,['release: 11/30/2019']
3186,['adidas Zoneboost Onix'],125,adidas,['release: 11/30/2019']
3187,"['Air Max Plus 3', 'Wolf Grey (GS)', 'Air Max Plus 3', 'Wolf Grey (GS)']",210,air,['release: 11/30/2019']
3188,"['Air Max 98', 'Corduroy Desert Sand', 'Air Max 98', 'Corduroy Desert Sand']",299,air,['release: 11/30/2019']
3189,"['Air Max 98', 'Corduory Amber Rise', 'Air Max 98', 'Corduory Amber Rise']",333,air,['release: 11/30/2019']
3190,['Reebok Club C Stomper nanamica White'],450,reebok,['release: 11/30/2019']
3191,['Jordan 1 Retro High Bloodline'],139,jordan,['release: 11/29/2019']
3192,['Jordan 1 Retro High Bloodline (GS)'],145,jordan,['release: 11/29/2019']
3193,['adidas Ultra Boost All Terrain Neighborhood'],129,adidas,['release: 11/29/2019']
3194,['Under Armour Curry 7 Sour Patch Kids Lime'],152,armour,['release: 11/29/2019']
3195,['Under Armour Curry 7 Sour Patch Kids Peach'],150,armour,['release: 11/29/2019']
3196,['Under Armour Curry 7 Sour Patch Kids Lime (GS)'],137,armour,['release: 11/29/2019']
3197,['adidas Ultra Boost Nice Kicks Woodstock Black'],220,adidas,['release: 11/29/2019']
3198,['Nike Blazer Mid 77 Vintage Slam Jam Class 1977 (Special Box)'],228,nike,['release: 11/29/2019']
3199,['Nike Blazer Mid 77 Vintage Slam Jam Class 1977 (Regular Box)'],258,nike,['release: 11/29/2019']
3200,['Under Armour Curry 7 Sour Patch Kids Peach (GS)'],98,armour,['release: 11/29/2019']
