,sneaker,price,brand,date
820,"['Kobe 4', 'NBA Final MVP Away', 'Kobe 4', 'NBA Final MVP Away']",460,kobe,['release: 08/05/2009']
821,['Nike SB Dunk Low Anchorman'],345,nike,['release: 08/01/2009']
822,['Nike SB Dunk High Pacman'],715,nike,['release: 08/01/2009']
823,['Jordan 1 Retro High Strap White Madeira Ginger'],195,jordan,['release: 08/01/2009']
824,['Nike SB Dunk Mid Green Bay Packers'],200,nike,['release: 08/01/2009']
825,"['Nike Dunk High', 'Alife ARC', 'Nike Dunk High', 'Alife ARC']",210,nike,['release: 08/01/2009']
826,['Nike Air Penny II Triple Black'],325,air,['release: 08/01/2009']
827,"['Air Force 1 Low', 'Busy P Livestrong', 'Air Force 1 Low', 'Busy P Livestrong']",400,air,['release: 07/25/2009']
828,"['Air 1/2 Cent', 'Black', 'Air 1/2 Cent', 'Black']",300,air,['release: 07/24/2009']
829,"['Air Force 1 Mid', 'Obsidian White Persian Violet (W)', 'Air Force 1 Mid', 'Obsidian White Persian Violet (W)']",250,air,['release: 07/19/2009']
830,"['Kobe 4', 'Gold Medal', 'Kobe 4', 'Gold Medal']",349,kobe,['release: 07/19/2009']
831,"['Nike Hyperize', ""White Men Can't Jump (Billy Hoyle)"", 'Nike Hyperize', ""White Men Can't Jump (Billy Hoyle)""]",157,nike,['release: 07/18/2009']
832,"['Nike Hyperize', ""White Men Can't Jump (Sidney Deane)"", 'Nike Hyperize', ""White Men Can't Jump (Sidney Deane)""]",157,nike,['release: 07/18/2009']
833,"['Nike SB Blazer', 'Swoosh Life', 'Nike SB Blazer', 'Swoosh Life']",265,nike,['release: 07/15/2009']
834,"['Jordan 1 Retro', 'Defining Moments Celtics (DMP)', 'Jordan 1 Retro', 'Defining Moments Celtics (DMP)']",280,jordan,['release: 07/11/2009']
835,"['Jordan 1 Retro', 'Defining Moments Pack Bred (DMP)', 'Jordan 1 Retro', 'Defining Moments Pack Bred (DMP)']",350,jordan,['release: 07/11/2009']
836,"['Jordan', 'Defining Moments Pack One 60 Pts', 'Jordan', 'Defining Moments Pack One 60 Pts']",475,jordan,['release: 07/11/2009']
837,"['Jordan 1 Retro', 'Chicago Bulls (2009)', 'Jordan 1 Retro', 'Chicago Bulls (2009)']",700,jordan,['release: 07/11/2009']
838,"['Jordan 1 Retro', 'Do the Right Thing Red', 'Jordan 1 Retro', 'Do the Right Thing Red']",238,jordan,['release: 07/04/2009']
839,"['Jordan 1 Retro', 'Do the Right Thing Green', 'Jordan 1 Retro', 'Do the Right Thing Green']",320,jordan,['release: 07/04/2009']
840,"['Air Force 1 Low', 'Mr. Cartoon Livestrong', 'Air Force 1 Low', 'Mr. Cartoon Livestrong']",577,air,['release: 07/04/2009']
841,"['Penny II', 'Atlantic Blue (2009)', 'Penny II', 'Atlantic Blue (2009)']",198,,['release: 07/01/2009']
842,"['Jordan AJF 4', 'Fire Red', 'Jordan AJF 4', 'Fire Red']",225,jordan,['release: 07/01/2009']
843,"['Jordan Fusion 4', 'Varsity White Red', 'Jordan Fusion 4', 'Varsity White Red']",240,jordan,['release: 07/01/2009']
844,['Nike SB Dunk High Miss Piggy'],300,nike,['release: 07/01/2009']
845,['Nike SB Dunk Mid Northern Lights'],433,nike,['release: 07/01/2009']
846,"['Jordan 5 Retro', 'Dark Army', 'Jordan 5 Retro', 'Dark Army']",325,jordan,['release: 06/27/2009']
847,"['Jordan 1 Retro', 'Quai 54 Ruff N Tuff', 'Jordan 1 Retro', 'Quai 54 Ruff N Tuff']",378,jordan,['release: 06/20/2009']
848,"['Air 180', 'Ultramarine (2009)', 'Air 180', 'Ultramarine (2009)']",256,air,['release: 06/18/2009']
849,['Zoom Soldier III White Midnight Navy'],160,,['release: 06/12/2009']
850,"['Kobe 4', 'Draft Day Hornets', 'Kobe 4', 'Draft Day Hornets']",225,kobe,['release: 06/11/2009']
851,['Nike SB Dunk High Wet Floor'],253,nike,['release: 06/01/2009']
852,['Nike SB Dunk Low Gino Iannucci 3'],225,nike,['release: 06/01/2009']
853,['Air Tech Challenge Hybrid Volt'],320,air,['release: 06/01/2009']
854,['Jordan 1 Retro High Premier Hyper Verde'],444,jordan,['release: 06/01/2009']
855,"['Jordan', 'Raging Bull Pack (5/5)', 'Jordan', 'Raging Bull Pack (5/5)']",750,jordan,['release: 05/30/2009']
856,['Air Max Swingman Remix Jackie Robinson'],199,air,['release: 05/30/2009']
857,"['Jordan 12 Retro', 'Nubuck (2009)', 'Jordan 12 Retro', 'Nubuck (2009)']",230,jordan,['release: 05/30/2009']
858,"['Jordan 5 Retro', 'DMP Raging Bull 3M', 'Jordan 5 Retro', 'DMP Raging Bull 3M']",280,jordan,['release: 05/30/2009']
859,"['Jordan 5 Retro', 'DMP Raging Bull Red Suede', 'Jordan 5 Retro', 'DMP Raging Bull Red Suede']",599,jordan,['release: 05/30/2009']
860,"['LeBron 6', 'MVP', 'LeBron 6', 'MVP']",900,lebron,['release: 05/30/2009']
861,"['Jordan Dub Zero', 'Black Maize', 'Jordan Dub Zero', 'Black Maize']",288,jordan,['release: 05/23/2009']
862,['Zoom Soldier III Army Camo'],195,,['release: 05/11/2009']
863,['Nike Dunk SB Low Ms. Pacman'],900,nike,['release: 05/11/2009']
864,"['Kobe 4', 'MLK Gold', 'Kobe 4', 'MLK Gold']",350,kobe,['release: 05/08/2009']
865,"['Jordan 1 Retro', 'Cinco de Mayo (White)', 'Jordan 1 Retro', 'Cinco de Mayo (White)']",175,jordan,['release: 05/02/2009']
866,"['Jordan 1 Retro', 'Cinco de Mayo (Black)', 'Jordan 1 Retro', 'Cinco de Mayo (Black)']",278,jordan,['release: 05/02/2009']
867,['Nike SB Dunk Mid Sea Crystal/Ice Green'],175,nike,['release: 05/01/2009']
868,"['Kobe 4', 'Black White Varsity Red', 'Kobe 4', 'Black White Varsity Red']",250,kobe,['release: 05/01/2009']
869,"['Kobe 4', 'POP', 'Kobe 4', 'POP']",300,kobe,['release: 05/01/2009']
870,['ASICS Gel-Lyte III David Z x Ronnie Fieg Super Blue'],888,asics,['release: 05/01/2009']
871,"['Nike SB Bruin', 'Supreme Metallic Gold', 'Nike SB Bruin', 'Supreme Metallic Gold']",325,nike,['release: 04/20/2009']
872,"['Nike SB Bruin', 'Supreme Black', 'Nike SB Bruin', 'Supreme Black']",397,nike,['release: 04/20/2009']
873,"['Nike SB Bruin', 'Supreme Varsity Red', 'Nike SB Bruin', 'Supreme Varsity Red']",399,nike,['release: 04/20/2009']
874,"['Nike SB Bruin', 'Supreme Pine Green', 'Nike SB Bruin', 'Supreme Pine Green']",457,nike,['release: 04/20/2009']
875,['Zoom Soldier III Playoffs'],500,,['release: 04/20/2009']
876,"['Jordan Dub Zero', 'White Cement', 'Jordan Dub Zero', 'White Cement']",100,jordan,['release: 04/18/2009']
877,['Zoom Soldier III Black White Red'],500,,['release: 04/17/2009']
878,"['Jordan 1 Retro', 'Hare Jordan (2009)', 'Jordan 1 Retro', 'Hare Jordan (2009)']",185,jordan,['release: 04/11/2009']
879,"['Jordan AJF 9', 'White Red', 'Jordan AJF 9', 'White Red']",240,jordan,['release: 04/11/2009']
880,['Zoom Soldier III Dunkman'],350,,['release: 04/11/2009']
881,"['Jordan 2009', 'Black White', 'Jordan 2009', 'Black White']",180,jordan,['release: 04/04/2009']
882,['Nike SB Dunk Mid Nitraid'],200,nike,['release: 04/04/2009']
883,"['Nike Dunk Low', 'J-Pack Black Cement (2009)', 'Nike Dunk Low', 'J-Pack Black Cement (2009)']",228,nike,['release: 04/01/2009']
884,"['Jordan 1 Retro', 'Easter Basket Weave', 'Jordan 1 Retro', 'Easter Basket Weave']",130,jordan,['release: 04/01/2009']
885,['Jordan 1 Retro Phat Low Polka Dot Black White'],157,jordan,['release: 04/01/2009']
886,['Jordan 1 Phat Low Polka Dot White Chlorophyll'],200,jordan,['release: 04/01/2009']
887,['Nike SB Dunk Mid Justin Brock Workwear'],210,nike,['release: 04/01/2009']
888,['Nike SB Dunk Mid Workwear'],224,nike,['release: 04/01/2009']
889,"['Air Max 95', 'Hot Red', 'Air Max 95', 'Hot Red']",330,air,['release: 04/01/2009']
890,['Nike Dunk SB High Quagmire'],435,nike,['release: 04/01/2009']
891,"['Jordan 6 Rings', 'Flint', 'Jordan 6 Rings', 'Flint']",200,jordan,['release: 03/28/2009']
892,"['LeBron 6', 'Christ the King', 'LeBron 6', 'Christ the King']",600,lebron,['release: 03/28/2009']
893,"['Kobe 4', 'MPLS', 'Kobe 4', 'MPLS']",229,kobe,['release: 03/21/2009']
894,"['Air Max 1', 'Seersucker', 'Air Max 1', 'Seersucker']",400,air,['release: 03/20/2009']
895,"['LeBron 6', 'Superman', 'LeBron 6', 'Superman']",875,lebron,['release: 03/20/2009']
896,"['Air Force 1 Low', 'Huarache Blue Green', 'Air Force 1 Low', 'Huarache Blue Green']",250,air,['release: 03/18/2009']
897,"['adidas Campus 80s House of Pain x Concepts ""Fine Malt Lyrics""']",399,adidas,['release: 03/17/2009']
898,"['LeBron 6', 'Akron', 'LeBron 6', 'Akron']",699,lebron,['release: 03/13/2009']
899,"['LeBron 6', 'St. Vincent St. Mary', 'LeBron 6', 'St. Vincent St. Mary']",495,lebron,['release: 03/07/2009']
900,"['LeBron 6', 'Hardwood Classic 1', 'LeBron 6', 'Hardwood Classic 1']",500,lebron,['release: 03/07/2009']
901,['Nike SB Dunk Mid Cappuccino Silver'],236,nike,['release: 03/01/2009']
902,"['Penny III', 'Royal White', 'Penny III', 'Royal White']",295,,['release: 03/01/2009']
903,['Nike SB Dunk Low Angel and Death'],332,nike,['release: 03/01/2009']
904,"['LeBron 6', 'Taxi', 'LeBron 6', 'Taxi']",479,lebron,['release: 02/24/2009']
905,"['Jordan 2009', 'White Black', 'Jordan 2009', 'White Black']",125,jordan,['release: 02/14/2009']
906,"['Air 1/2 Cent', 'Royal', 'Air 1/2 Cent', 'Royal']",165,air,['release: 02/13/2009']
907,"['LeBron 6', 'Summit Lake Hornets', 'LeBron 6', 'Summit Lake Hornets']",350,lebron,['release: 02/11/2009']
908,"['Kobe 4', 'Del Sol', 'Kobe 4', 'Del Sol']",300,kobe,['release: 02/09/2009']
909,"['Air Force 1 Low', 'All-Star 2009 DJ Clark Kent', 'Air Force 1 Low', 'All-Star 2009 DJ Clark Kent']",155,air,['release: 02/07/2009']
910,"['LeBron 6', 'All-Star Game', 'LeBron 6', 'All-Star Game']",420,lebron,['release: 02/07/2009']
911,['Air Foamposite One Eggplant'],270,air,['release: 02/05/2009']
912,"['Zoom Kobe 2', 'Carpe Diem', 'Zoom Kobe 2', 'Carpe Diem']",300,kobe,['release: 02/01/2009']
913,"['Jordan 1 Retro', 'High Strap A Tribe Called Quest', 'Jordan 1 Retro', 'High Strap A Tribe Called Quest']",306,jordan,['release: 02/01/2009']
914,"['Kobe 4', 'All Star', 'Kobe 4', 'All Star']",398,kobe,['release: 02/01/2009']
915,"['Jordan 2009', 'S23', 'Jordan 2009', 'S23']",220,jordan,['release: 01/31/2009']
916,"['Jordan 1 Retro', 'Max Orange', 'Jordan 1 Retro', 'Max Orange']",220,jordan,['release: 01/31/2009']
917,['Jordan 1 Retro High Pewter'],249,jordan,['release: 01/31/2009']
918,"['LeBron 6', 'Graffiti', 'LeBron 6', 'Graffiti']",200,lebron,['release: 01/25/2009']
919,['Jordan 1 Phat Low Lakers'],444,jordan,['release: 01/24/2009']
920,"['LeBron 6', 'Los Angeles', 'LeBron 6', 'Los Angeles']",250,lebron,['release: 01/19/2009']
921,"['Nike Kobe 4', 'Chaos Joker', 'Nike Kobe 4', 'Chaos Joker']",795,kobe,['release: 01/18/2009']
922,"['Kobe 4', 'Carpe Diem', 'Kobe 4', 'Carpe Diem']",175,kobe,['release: 01/17/2009']
923,['Nike Dunk SB Mid Beijing Triumvir Fly'],150,nike,['release: 01/10/2009']
924,"['Air Max 1', 'Grey Safari', 'Air Max 1', 'Grey Safari']",565,air,['release: 01/02/2009']
925,['Nike SB Dunk High Twin Peaks'],225,nike,['release: 01/01/2009']
926,"['Nike SB Blazer', 'Green Spark Pimento', 'Nike SB Blazer', 'Green Spark Pimento']",125,nike,['release: 01/01/2009']
927,['Air Force 1 High Eddie Cruz West Coast'],125,air,['release: 01/01/2009']
928,"['Air Max', 'White Neo', 'Air Max', 'White Neo']",130,air,['release: 01/01/2009']
929,['LeBron Zoom Solider 3 POP'],140,lebron,['release: 01/01/2009']
930,['Nike Hypermax NFW Tennis Ball Yellow'],150,nike,['release: 01/01/2009']
931,"[""Air Force 1 Supreme All Star '08 TZ NBA All Star 2009""]",169,air,['release: 01/01/2009']
932,['Nike SB Blazer Elite Sub Pop'],170,nike,['release: 01/01/2009']
933,"['Air Max 90', 'Safari 2009 (W)', 'Air Max 90', 'Safari 2009 (W)']",175,air,['release: 01/01/2009']
934,"['Nike SB Blazer', 'Optical Illusion', 'Nike SB Blazer', 'Optical Illusion']",180,nike,['release: 01/01/2009']
935,['Nike SB Paul Rodriguez 2 Black Forest Lemon Drop'],188,nike,['release: 01/01/2009']
936,"['Nike SB Blazer', 'Kisses', 'Nike SB Blazer', 'Kisses']",189,nike,['release: 01/01/2009']
937,['Air Force 1 High Supeme LE NYC'],199,air,['release: 01/01/2009']
938,['adidas Conductor Hi Ewing'],200,adidas,['release: 01/01/2009']
939,['Air Trainer SC High White Varsity Red Black'],225,air,['release: 01/01/2009']
940,"['Air Force 1 Low', 'UNDFTD Livestrong', 'Air Force 1 Low', 'UNDFTD Livestrong']",245,air,['release: 01/01/2009']
941,"['adidas Samba', 'Sneakersnstuff', 'adidas Samba', 'Sneakersnstuff']",246,adidas,['release: 01/01/2009']
942,"['Penny III', 'Varsity Royal', 'Penny III', 'Varsity Royal']",250,,['release: 01/01/2009']
943,['Nike SB Zoom Air Harbor Black Mean Green'],250,air,['release: 01/01/2009']
944,['Air Force 2 High Gucci'],250,air,['release: 01/01/2009']
945,"['Air Force 1 Low', 'Alife Arc', 'Air Force 1 Low', 'Alife Arc']",266,air,['release: 01/01/2009']
946,['Nike SB Dunk Mid Goofy Boy'],289,nike,['release: 01/01/2009']
947,"['Kobe 4', 'Inline', 'Kobe 4', 'Inline']",300,kobe,['release: 01/01/2009']
948,['Nike Air Penny II Copper (2009)'],300,air,['release: 01/01/2009']
949,"['Kobe 4', 'USC Trojans', 'Kobe 4', 'USC Trojans']",300,kobe,['release: 01/01/2009']
950,['Air Force 2 High Nintendo Wii Pack'],315,air,['release: 01/01/2009']
951,"['Air Max 90', 'Livestrong', 'Air Max 90', 'Livestrong']",332,air,['release: 01/01/2009']
952,['Nike SB Dunk Low Varsity Blue Pink Ice'],333,nike,['release: 01/01/2009']
953,['Nike SB Dunk High Goofy Boy'],365,nike,['release: 01/01/2009']
954,"['Air Max 90', 'Neutral Grey Cool Mint (W)', 'Air Max 90', 'Neutral Grey Cool Mint (W)']",366,air,['release: 01/01/2009']
955,"['Air Force 1 Low', 'Halloween Savage Beast', 'Air Force 1 Low', 'Halloween Savage Beast']",400,air,['release: 01/01/2009']
956,['Jordan 1 Phat Low Taxi Purple'],444,jordan,['release: 01/01/2009']
957,['Nike SB Dunk Low Goofy Boy'],450,nike,['release: 01/01/2009']
958,"['Air Max One', 'West', 'Air Max One', 'West']",456,air,['release: 01/01/2009']
959,"['Nike Hyperdunk', 'Making History', 'Nike Hyperdunk', 'Making History']",500,nike,['release: 01/01/2009']
960,['adidas Superstar 2 Def Jam Redman'],500,adidas,['release: 01/01/2009']
961,['Nike Hyperize Supreme Varsity Royal'],588,nike,['release: 01/01/2009']
962,"['Nike SB Blazer', 'Blood Spatter', 'Nike SB Blazer', 'Blood Spatter']",600,nike,['release: 01/01/2009']
963,['A Bathing Ape Bapesta Ghostbusters 25th Anniversary (W/Extras)'],670,,['release: 01/01/2009']
964,['Air Max 90 Current Hufquake'],700,air,['release: 01/01/2009']
965,['New Balance 1500 Solebox Finals Green'],750,balance,['release: 01/01/2009']
966,['New Balance 1500 Solebox Finals Red'],788,balance,['release: 01/01/2009']
967,"['Air Force 1 Low', 'Rio Ferdinand', 'Air Force 1 Low', 'Rio Ferdinand']",800,air,['release: 01/01/2009']
968,"['Air Classic BW', 'Black Persian Violet', 'Air Classic BW', 'Black Persian Violet']",389,air,['release: 12/29/2008']
969,"['Jordan 12 Retro', 'Taxi CDP 2008 (GS)', 'Jordan 12 Retro', 'Taxi CDP 2008 (GS)']",266,jordan,['release: 12/26/2008']
970,"['Jordan 11 Retro', 'Playoffs CDP 2008 (GS)', 'Jordan 11 Retro', 'Playoffs CDP 2008 (GS)']",277,jordan,['release: 12/26/2008']
971,"['Jordan', 'Countown Pack 11/12 (GS)', 'Jordan', 'Countown Pack 11/12 (GS)']",682,jordan,['release: 12/26/2008']
972,"['LeBron 6', 'Chalk', 'LeBron 6', 'Chalk']",300,lebron,['release: 12/25/2008']
973,"[""Jordan Spiz'ike"", 'Citron (Nelly)', ""Jordan Spiz'ike"", 'Citron (Nelly)']",139,jordan,['release: 12/24/2008']
974,"['Jordan', 'Countdown Pack 11/12', 'Jordan', 'Countdown Pack 11/12']",615,jordan,['release: 12/20/2008']
975,"['Jordan 11 Retro', 'Playoffs CDP (2008)', 'Jordan 11 Retro', 'Playoffs CDP (2008)']",340,jordan,['release: 12/20/2008']
976,"['Jordan AJF 20', 'Stealth', 'Jordan AJF 20', 'Stealth']",125,jordan,['release: 12/20/2008']
977,"['Jordan 12 Retro', 'CDP Taxi (2008)', 'Jordan 12 Retro', 'CDP Taxi (2008)']",300,jordan,['release: 12/20/2008']
978,"['LeBron 6', 'Blackout', 'LeBron 6', 'Blackout']",250,lebron,['release: 12/12/2008']
979,"['Zoom Soldier II', 'Real Camo', 'Zoom Soldier II', 'Real Camo']",720,,['release: 12/12/2008']
980,"['Air Tailwind 92', 'White Tour Yellow Crimson', 'Air Tailwind 92', 'White Tour Yellow Crimson']",199,air,['release: 12/10/2008']
981,"['Nike Hyperdunk', 'Kobe Lakers Home', 'Nike Hyperdunk', 'Kobe Lakers Home']",158,kobe,['release: 12/01/2008']
982,['Jordan 1 Phat Low Varsity Royal'],277,jordan,['release: 12/01/2008']
983,['Nike SB Dunk Low Iron Man'],599,nike,['release: 12/01/2008']
984,"['LeBron 6', 'Ohio State', 'LeBron 6', 'Ohio State']",240,lebron,['release: 11/30/2008']
985,"['Jordan AJF 20', 'White Black Red', 'Jordan AJF 20', 'White Black Red']",200,jordan,['release: 11/28/2008']
986,"['Jordan 23', 'UNC', 'Jordan 23', 'UNC']",205,jordan,['release: 11/28/2008']
987,"['Jordan 23', 'Chicago Bulls', 'Jordan 23', 'Chicago Bulls']",226,jordan,['release: 11/28/2008']
988,"['Jordan 23', 'Motorsports / Wizards', 'Jordan 23', 'Motorsports / Wizards']",259,jordan,['release: 11/28/2008']
989,"['LeBron 6', 'Big Apple', 'LeBron 6', 'Big Apple']",398,lebron,['release: 11/28/2008']
990,['Jordan 1 Retro High Strap White Black Varsity Red'],150,jordan,['release: 11/22/2008']
991,"['Jordan 1 Retro', 'High Strap Bred', 'Jordan 1 Retro', 'High Strap Bred']",250,jordan,['release: 11/22/2008']
992,['Nike SB Dunk Mid Batman'],300,nike,['release: 11/20/2008']
993,"['Jordan 8 Retro', 'Bugs Bunny CDP (2008)', 'Jordan 8 Retro', 'Bugs Bunny CDP (2008)']",193,jordan,['release: 11/15/2008']
994,"['Jordan 15 Retro', 'Bred CDP (2008)', 'Jordan 15 Retro', 'Bred CDP (2008)']",220,jordan,['release: 11/15/2008']
995,"['Jordan', 'Countdown Pack 8/15', 'Jordan', 'Countdown Pack 8/15']",335,jordan,['release: 11/15/2008']
996,"['Air Max 90', 'Doernbecher (2008)', 'Air Max 90', 'Doernbecher (2008)']",450,air,['release: 11/14/2008']
997,"['Jordan 1 Retro', 'Doernbecher Mr. Boober', 'Jordan 1 Retro', 'Doernbecher Mr. Boober']",770,jordan,['release: 11/14/2008']
998,"['LeBron 6', 'Yankees', 'LeBron 6', 'Yankees']",399,lebron,['release: 11/11/2008']
999,['Nike SB Dunk High Wrinkled Patent (W)'],325,nike,['release: 11/09/2008']
1000,['Nike Dunk SB Low Mosquito'],650,nike,['release: 11/08/2008']
1001,['Jordan 1 Retro High Premier Gucci (2008)'],199,gucci,['release: 11/08/2008']
1002,"['Jordan 6 Rings', 'LS Black Dark Army', 'Jordan 6 Rings', 'LS Black Dark Army']",250,jordan,['release: 11/08/2008']
1003,"['Penny II', 'White Royal', 'Penny II', 'White Royal']",100,,['release: 11/01/2008']
1004,['Nike SB Dunk High Venom (2008)'],175,nike,['release: 11/01/2008']
1005,['Nike SB Dunk Mid Spider Man'],200,nike,['release: 11/01/2008']
1006,"['LeBron 6', 'United We Rise', 'LeBron 6', 'United We Rise']",411,lebron,['release: 11/01/2008']
1007,['Jordan 1 Phat Low Black Metallic'],444,jordan,['release: 11/01/2008']
1008,"['Air Force 1 Low', 'DJ Clark Kent Black Friday', 'Air Force 1 Low', 'DJ Clark Kent Black Friday']",500,air,['release: 11/01/2008']
1009,"['Zoom Soldier II', 'Dunkman', 'Zoom Soldier II', 'Dunkman']",599,,['release: 11/01/2008']
1010,['Nike Hyperdunk 08 Kobe Bryant Snakepool'],600,kobe,['release: 11/01/2008']
1011,"['LeBron 6', 'Bred', 'LeBron 6', 'Bred']",270,lebron,['release: 10/31/2008']
1012,['Nike Hyperdunk Supreme NBA on TNT'],350,nike,['release: 10/30/2008']
1013,"['Nike Hyperdunk', 'Kobe Away', 'Nike Hyperdunk', 'Kobe Away']",550,kobe,['release: 10/29/2008']
1014,"['LeBron 6', 'Athlete', 'LeBron 6', 'Athlete']",565,lebron,['release: 10/25/2008']
1015,"['LeBron 6', 'Kid', 'LeBron 6', 'Kid']",625,lebron,['release: 10/25/2008']
1016,"['LeBron 6', 'Wise', 'LeBron 6', 'Wise']",700,lebron,['release: 10/25/2008']
1017,"['Jordan 3 Retro', 'Black Cement CDP (2008)', 'Jordan 3 Retro', 'Black Cement CDP (2008)']",225,jordan,['release: 10/18/2008']
1018,"['Jordan 20 Retro', 'Black CDP (2008)', 'Jordan 20 Retro', 'Black CDP (2008)']",145,jordan,['release: 10/18/2008']
1019,"['Jordan 3 Retro', 'Black Cement CDP 2008 (GS)', 'Jordan 3 Retro', 'Black Cement CDP 2008 (GS)']",250,jordan,['release: 10/18/2008']
1020,"['Jordan 20 Retro', 'CDP (GS)', 'Jordan 20 Retro', 'CDP (GS)']",250,jordan,['release: 10/18/2008']
1021,"['Jordan', 'Countdown Pack 3/20', 'Jordan', 'Countdown Pack 3/20']",365,jordan,['release: 10/18/2008']
1022,"['adidas ZX 9000', 'Wood Wood', 'adidas ZX 9000', 'Wood Wood']",744,adidas,['release: 10/18/2008']
1023,"['Air Force 1 Mid', 'Baltoro', 'Air Force 1 Mid', 'Baltoro']",79,air,['release: 10/13/2008']
1024,['Jordan AJF 20 Low Varsity Red'],65,jordan,['release: 10/11/2008']
1025,"['Jordan 6 Rings', 'Laser Nelly', 'Jordan 6 Rings', 'Laser Nelly']",380,jordan,['release: 10/11/2008']
1026,['Air Flightposite Eggplant (2008)'],400,air,['release: 10/11/2008']
1027,"['etnies Plus', 'Fucking Awesome', 'etnies Plus', 'Fucking Awesome']",500,,['release: 10/09/2008']
1028,"['Jordan 6 Rings', 'Concord', 'Jordan 6 Rings', 'Concord']",130,jordan,['release: 10/08/2008']
1029,"['Penny II', 'Black Royal', 'Penny II', 'Black Royal']",180,,['release: 10/01/2008']
1030,['Jordan 1 Phat Low Varsity Red'],199,jordan,['release: 10/01/2008']
1031,['Nike LeBron Zoom Soldier 2 SVSM Away'],254,lebron,['release: 10/01/2008']
1032,['Air Structure Triax 91 White Purple Berry'],359,air,['release: 10/01/2008']
1033,['Nike Dunk SB Low Gold Rail'],400,nike,['release: 10/01/2008']
1034,['Jordan 1 Phat Low Varsity White'],444,jordan,['release: 10/01/2008']
1035,"['Kobe 3 SL', 'White Black', 'Kobe 3 SL', 'White Black']",450,kobe,['release: 10/01/2008']
1036,['Air Force 1 High Sheed Red White Black'],500,air,['release: 10/01/2008']
1037,['Jordan 1 Phat Low Cement Grey'],250,jordan,['release: 09/27/2008']
1038,['Jordan 1 Low Velcro Varsity Red'],329,jordan,['release: 09/27/2008']
1039,['Jordan 1 Phat Low Black Cement (2008)'],366,jordan,['release: 09/27/2008']
1040,"['Jordan 1 Retro', 'White Black CDP (2008)', 'Jordan 1 Retro', 'White Black CDP (2008)']",300,jordan,['release: 09/20/2008']
1041,"['Air Force 1 Low', 'Slam Jam Red', 'Air Force 1 Low', 'Slam Jam Red']",195,air,['release: 09/20/2008']
1042,"['Jordan', 'Countdown Pack 1/22', 'Jordan', 'Countdown Pack 1/22']",310,jordan,['release: 09/20/2008']
1043,"['New Balance 998', 'Super Team 33 Suit Pack Brown', 'New Balance 998', 'Super Team 33 Suit Pack Brown']",158,balance,['release: 09/15/2008']
1044,"['Jordan 6 Rings', 'Olympic', 'Jordan 6 Rings', 'Olympic']",151,jordan,['release: 09/11/2008']
1045,"['Jordan AJF 3', 'Black Cement', 'Jordan AJF 3', 'Black Cement']",180,jordan,['release: 09/06/2008']
1046,"['Zoom Soldier II', 'OSU Home', 'Zoom Soldier II', 'OSU Home']",180,,['release: 09/06/2008']
1047,"['Jordan AJF 3', 'White Cement', 'Jordan AJF 3', 'White Cement']",275,jordan,['release: 09/06/2008']
1048,['New Balance MT580 Luggage Pack Purple'],485,balance,['release: 09/01/2008']
1049,['Nike SB Dunk Low Magnet Light Poison Green'],575,nike,['release: 09/01/2008']
1050,"['Jordan 23 Low', 'Charcoal', 'Jordan 23 Low', 'Charcoal']",175,jordan,['release: 08/30/2008']
1051,['Puma First Round Santa Cruz Screaming Hand'],350,puma,['release: 08/30/2008']
1052,"['Jordan AJF 3 LS', 'Reed', 'Jordan AJF 3 LS', 'Reed']",149,jordan,['release: 08/26/2008']
1053,"['Jordan 18 Retro', 'Bred CDP (2008)', 'Jordan 18 Retro', 'Bred CDP (2008)']",250,jordan,['release: 08/23/2008']
1054,"['Jordan', 'Countdown Pack 5/18', 'Jordan', 'Countdown Pack 5/18']",399,jordan,['release: 08/23/2008']
1055,['ASICS Gel-Lyte III Solebox the Sun'],800,asics,['release: 08/23/2008']
1056,"['Air Force 1 Low', 'Questlove', 'Air Force 1 Low', 'Questlove']",600,air,['release: 08/16/2008']
1057,"['Jordan AJF 3', 'Black Scenery Green', 'Jordan AJF 3', 'Black Scenery Green']",225,jordan,['release: 08/02/2008']
1058,"['Nike Hyperdunk', 'Olympic', 'Nike Hyperdunk', 'Olympic']",150,nike,['release: 08/01/2008']
1059,['Nike SB Paul Rodriguez 2 High White Varsity Red'],150,nike,['release: 08/01/2008']
1060,"['Air Max 97 Plus', 'Black Orange', 'Air Max 97 Plus', 'Black Orange']",240,air,['release: 08/01/2008']
1061,['Nike SB Dunk Mid Tie Dye'],250,nike,['release: 08/01/2008']
1062,"['Air Force 1 Low', 'Dover Street Market', 'Air Force 1 Low', 'Dover Street Market']",280,air,['release: 08/01/2008']
1063,"['Nike SB Blazer', 'Tiffany Azure', 'Nike SB Blazer', 'Tiffany Azure']",375,nike,['release: 08/01/2008']
1064,"['Air Force 1 Low', 'Birds Nest', 'Air Force 1 Low', 'Birds Nest']",999,air,['release: 08/01/2008']
1065,"['Jordan AJF 3', 'White University Blue Sunset', 'Jordan AJF 3', 'White University Blue Sunset']",143,jordan,['release: 07/30/2008']
1066,['Nike Hyperdunk 08 United We Rise (2008)'],150,nike,['release: 07/29/2008']
1067,['New Balance MT580 Stussy x Undefeated x Mad Hectic Red'],565,balance,['release: 07/29/2008']
